 105	 251	 56	
 140	 377	 56	
 136	 367	 55	
 105	 298	 57	
 156	 181	 56	
 365	 365	 56	
 344	 327	 55	
 307	 380	 55	
 188	 376	 56	
 120	 237	 58	
 107	 250	 58	
 155	 292	 58	
 207	 350	 56	
 175	 390	 57	
 407	 290	 58	
 390	 208	 57	
 160	 209	 58	
 183	 382	 58	
 154	 383	 58	
 169	 374	 58	
 109	 361	 59	
 199	 341	 58	
 152	 237	 59	
 117	 219	 59	
 81	 292	 59	
 386	 347	 58	
 188	 382	 59	
 155	 288	 60	
 132	 252	 60	
 129	 223	 60	
 173	 188	 59	
 127	 382	 60	
 101	 332	 60	
 295	 388	 59	
 361	 373	 59	
 180	 178	 60	
 151	 246	 61	
 197	 293	 61	
 202	 347	 60	
 101	 349	 62	
 132	 253	 62	
 114	 291	 62	
 355	 374	 62	
 358	 377	 62	
 163	 202	 62	
 221	 333	 63	
 135	 203	 62	
 176	 241	 63	
 92	 290	 63	
 362	 317	 62	
 325	 394	 63	
 360	 337	 63	
 100	 309	 63	
 132	 232	 63	
 93	 277	 64	
 132	 347	 64	
 79	 306	 64	
 390	 317	 63	
 315	 381	 64	
 296	 386	 64	
 402	 303	 64	
 174	 172	 64	
 164	 202	 64	
 89	 249	 65	
 158	 386	 67	
 208	 318	 66	
 162	 234	 65	
 143	 348	 67	
 105	 304	 66	
 84	 305	 66	
 173	 385	 68	
 99	 336	 68	
 85	 290	 66	
 414	 298	 66	
 375	 297	 65	
 374	 347	 67	
 409	 306	 67	
 402	 211	 67	
 201	 332	 68	
 159	 376	 69	
 171	 381	 69	
 406	 244	 67	
 387	 246	 67	
 116	 336	 70	
 220	 318	 71	
 410	 296	 69	
 372	 307	 68	
 399	 292	 69	
 375	 331	 70	
 141	 249	 70	
 163	 277	 71	
 183	 387	 72	
 216	 312	 72	
 115	 286	 71	
 101	 282	 71	
 367	 376	 71	
 325	 371	 71	
 328	 391	 71	
 235	 313	 74	
 117	 339	 73	
 333	 397	 72	
 292	 368	 72	
 398	 259	 71	
 354	 368	 72	
 339	 400	 73	
 304	 379	 72	
 284	 357	 73	
 202	 289	 74	
 102	 256	 74	
 376	 350	 74	
 98	 258	 74	
 76	 272	 74	
 124	 350	 76	
 228	 291	 76	
 304	 364	 76	
 177	 316	 78	
 222	 308	 79	
 362	 381	 77	
 119	 364	 79	
 228	 293	 80	
 192	 370	 80	
 88	 297	 78	
 166	 303	 78	
 87	 277	 78	
 395	 349	 79	
 148	 374	 81	
 114	 369	 82	
 194	 355	 82	
 366	 374	 79	
 342	 354	 80	
 228	 301	 83	
 118	 325	 82	
 400	 348	 81	
 360	 381	 81	
 324	 390	 82	
 177	 374	 85	
 178	 377	 86	
 163	 334	 85	
 162	 381	 88	
 314	 371	 86	
 325	 388	 86	
 127	 366	 88	
 200	 330	 89	
 199	 346	 90	
 311	 370	 88	
 142	 359	 90	
 204	 351	 93	
 154	 376	 93	
